date	place	name	genre	time	price	description	website
6 Oct 11	Quarubar	Wayne Sandz & Wayne Gideon	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
6 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
6 Oct 11	The Substation	Every Time I Die & The Acacia Strain double bill	Rock; Metalcore	1900	$80 (Early bird)/$100	Every Time I Die is a metalcore band from Buffalo, New York, formed in 1998.Their musical style, while rooted in technical hardcore variously displays strong southern metal and mathcore influences, and is also characterised by their cryptic, bitingly sarcastic lyrics. The band announced on July 14, 2008 that they had left Ferret Music and signed with Epitaph.Their fifth album, New Junk Aesthetic, was released on September 15, 2009.  The Acacia Strain is an American band from Chicopee, Massachusetts. Originally founded in 2001, the band itself has undergone numerous changes in the member line-up. To date they have released five studio albums, as well as two split albums: one with Loyal to the Grave (on which they covered the Slayer song "Seasons in the Abyss") and another with This or the Apocalypse, War from a Harlots Mouth, Fact, and Aggressive Dogs. The band has worked with acclaimed producers Adam Dutkiewicz and Chris "Zeuss" Harris. 	http://www.facebook.com/people/Bone-Crusher/100000599947607
6 Oct 11	Timbre Arts House	The Common People	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
6 Oct 11	Timbre Old School	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
6 Oct 11	Timbre Substation	Goodfellas	Rock	2215-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
6 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
6 Oct 11	Wave House Sentosa	All Time Low & The Dirt Radicals	Pop Punk; Rock	2000	$68	Fans of pop-punk, wait no more! Come this October 6th, American band All Time Low will bring their infectious tunes and energetic stage performance to Singapore! With their radio-friendly tunes and tongue-in-cheek lyrics, it is no wonder that the band earned the reputation of being one of pop-punk’s hottest new bands and is well on their way to world domination.  Following the success of their third album, Nothing Personal, the band did not disappoint and instead, went on to create more chart-topping hits. Their latest record, DIRTY WORK, debut on Billboard Top 200 chart at #6 and held the #1 spot on the iTunes album chart for three consecutive days and is now blazing up airwaves all over.	http://www.sistic.com.sg/portal/dt?retry=1&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&contentCode=low1011&dt.isPortletRequest=true&dt.provider=PortletWindowProcessChannel&dt.containerName=JSPTabContainer/sEventsCalendar&dt.action=process&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER
7 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
7 Oct 11	Esplanade Concert Hall	Te Deum (Singapore Symphonic Orchestra)	Classical	1930	$15-90	In the Te Deum, Berlioz turned into reality his vision of a work that combined moments of musical intimacy together with others of supremely colossal impact. Its 1855 Paris premiere involved almost 1,000 performers. Containing some of his most passionate writing, Ravel’s ballet music for Daphnis et Chloé was hailed by many contemporaries as his orchestral masterpiece. Of the two orchestral suites which he created out of the complete score, the second is arguably the more popular.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=essoe071011
7 Oct 11	Grand Theater, Marina Bay Sands	Adnan Sami	Indian; Classical	2030	$55-255	ADNAN SAMI needs no introduction to his fans world-wide. Adnan is an accomplished Concert Pianist, Music Composer and Singer with a special command on all Indian and Western Classical and semi-classical notes. Adnan has been much appreciated for his music which ranges from contemporary to Jazz to modern pop–rock. From ‘Kabhi toh nazar to milao’ to ‘Tera chehra Adnan has been much liked and appreciated for his romantic songs. Adnan is the first artiste to play Indian Classical music on the electric Piano and is popularly referred to as the “fastest Keyboard player in the world”. Adnan has won many international awards - including the Nigar Award, the Bolan Academy Award and the Graduate Award. He was given a special award by UNICEF for the song he wrote for famine-hit Ethiopia as a teenager and a United Nations Peace Medal for a song he wrote and performed for Africa. In 2008 he also won "Best International Act" at the UK Asian Music Awards. Recently, after Adnan’s grand finale performance at the world famous ‘Wonder of the World’ the TAJ MAHAL, the Indian media dubbed him as the “Sultan of Music”!	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=adnan1011
7 Oct 11	Hard Rock Café	Energy	Rock	2200	Free + F&B Charges		http://www.hardrock.com
7 Oct 11	Hard Rock Café Sentosa	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
7 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
7 Oct 11	Hood Bar & Café	Ngak and the Timmy! Band	Rock	2130	Free + F&B Charges		http://www.hoodbarandcafe.com/
7 Oct 11	Quarubar	Michaela Therese & Joe Jayaveeran	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
7 Oct 11	Singapore Indoor Stadium	Loud Festival ft. Jay Chou, Landy Wen & Cindy Yen	Chinese; Pop	2000	$88-198	“LOUD Festival”, featuring Asia’s King of Mando-Pop Jay Chou, award winning popular band Sodagreen, sultry karaoke favourite Landy Wen, and gifted newcomer Cindy Yen, is a two hours music extravaganza that will be held at the Singapore Indoor Stadium on 7th October 2011!  Headlined by Jay Chou, the multi-talented Taiwanese singer will serenade with his ballads and R&B tunes accompanied by his solo performances on the piano and guitar. The high-spirited Sodagreen is all set to charm with lead singer, Qing Feng’s electrifying vocals and witty stage persona. “Dancing Queen”, Landy Wen, will bring the house to their feet as she wows with her dance medleys and nifty moves, as well as her karaoke friendly hits. Sassy newcomer, Cindy Yen, will be the special guest for this concert.  Rock the night away as these artistes bring you a classic selection of their well-loved hits and collaborate on duets!	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=loud1011
7 Oct 11	Singapore Indoor Stadium	Loud Festival: Jay Chou, Landy Wen, Cindy Yen, Sodagreen, Qing Feng	Chinese; Pop	2000	$88-$198	“LOUD Festival”, featuring Asia’s King of Mando-Pop Jay Chou, award winning popular band Sodagreen, sultry karaoke favourite Landy Wen, and gifted newcomer Cindy Yen, is a two hours music extravaganza that will be held at the Singapore Indoor Stadium on 7th October 2011.  Headlined by Jay Chou, the multi-talented Taiwanese singer will serenade with his ballads and R&B tunes accompanied by his solo performances on the piano and guitar. The high-spirited Sodagreen is all set to charm with the lead singer, Qing Feng’s electrifying vocals and witty stage persona. “Dancing Queen”, Landy Wen, will bring the house to their feet as she wows with her dance medleys and nifty moves, as well as her karaoke friendly hits. Sassy newcomer, Cindy Yen, will be the special guest for this concert.  	http://www.unusual.com.sg
7 Oct 11	Tab Singapore	Mel & Khim	Pop	1930	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
7 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
7 Oct 11	Timbre Arts House	Goodfellas	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
7 Oct 11	Timbre Old School	Sugarlove	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
7 Oct 11	Timbre Substation	53A	Pop	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
7 Oct 11	Wala Wala Café Bar	The Common People	Pop rock	 -	Free + F&B Charges	This outfit of 5 has grown to be known as the party band of Wala Wala! With their thirst to provide the best of yesterday's and today's songs, they have become the band to watch along Holland Village on Friday nights.	http://www.imaginings.com.sg/
7 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
8 Oct 11	Alliance Franxaise Theatre	French Groove: French stories by Cedric Hanriot	Jazz	2000-2200	$35	Pianist/composer Cédric Hanriot released his latest album “French Stories” in February 2011. "French Stories" was recorded with such luminaries as Terri Lyne Carrington (drummer with Herbie Hancock) and John Patitucci (bass player with Wayne Shorter, Chick Corea). The innovative "French Stories" project features originals alongside well known French songs from artists like Jacques Brel, Serge Gainsbourg or Edith Piaf as well as Hanriot's original compositions. Cédric has taken these songs and turned them into more contemporary styles such as Jazz, Hip Hop, Afro and World Music. With the new worldwide release of "French Stories”, Cédric will be performing in a trio format of Piano/Fender Rhodes/Laptop, Bass (Electric and Upright), and Drums/Vocals. With such heavyweight sidemen alongside his obvious prodigious talents, Cédric Hanriot is one of the hottest French jazz pianists on the scene today, and his “French Stories” are sure to blow you away! 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=groove1011
8 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
8 Oct 11	Esplanade Concert Hall	Vienna Boy's Choir	Classical	1930	$38-88	For the first time in the Vienna Boys’ Choir 600-year history, two Singaporean twins will be performing with the Choir on their international concert tour. The twins were selected from worldwide auditions and had been training full time in Austria for the last 2 years.  Formed in 1498 by Emperor Maximilian I, the Wiener Sängerknaben (Vienna Boys’ Choir) is one of today’s most celebrated ambassadors of music. From as early as 1926, the Choir performed outside the Austrian Imperial Chapel, paving the way to today’s highly successful world tours.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=vienna1011
8 Oct 11	Fort Canning Park	Retrolicious: Belinda Carlisle, Bananaram, Human League	Retro	2000	$105, $195, Child: $50	Singapore’s biggest outdoor retro concert festival has upped its ante to bring you even bigger and better music acts. Nominated by I-S Magazine as “Concert of the Year 2010”, RETROLICIOUS™ 2011 is all geared up to lead the 80’s reprisal so let’s rock together at Fort Canning Park and party like it's 1989! Presented by Running Into The Sun and Class 95FM, 80’s phenomenal pop icons BELINDA CARLISLE, female duo BANANARAMA and THE HUMAN LEAGUE will be in Singapore to take on centre-stage. More than simply a ‘live’ concert, RETROLICIOUS™ is your official 80’s “Heaven is a Place on Earth” wonderland that presents the other well-loved facets of the 80’s era, this year, it will be in the form of The Retro Village. Coupled with amazing music, this retro village hosts an array of festival activity so come early and picnic with your fellow music lovers. Not forgetting the signature fashion trends inspired from the 80’s, RETROLICIOUS™ is also set to be an occasion for all to celebrate everyone’s favourite style looks of the 80’s! Dress the part by donning those infamous shoulder pads, mega hoop earrings, neon leggings, oversized tees, with a dose of your own interpretation.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=retro1011
8 Oct 11	Hard Rock Café	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrock.com
8 Oct 11	Hard Rock Café Sentosa	Energy	Rock	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
8 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
8 Oct 11	Hood Bar & Café	Pennylane Band	Rock	2130	Free + F&B Charges		http://www.hoodbarandcafe.com/
8 Oct 11	Hood Bar & Café	SCIM #23 (Sound, La’dies, Hybrid, Phaze)		1900-2130	Free + F&B Charges	http://www.facebook.com/IEHAC#!/event.php?eid=119648018135270	http://www.hoodbarandcafe.com/
8 Oct 11	Quarubar	Alemay & Shawn Letts	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
8 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2130	Free + F&B Charges	The Next Movement are back to entertain us with their strange, eclectic mix – a mishmash of pop, a dash of soul, with sprinkles of r&b, topped with the occasional funk! Aarika, Joe & Kel, who are three parts of the hip-hop/rock band Sixx, perform their hearts out every Wednesday and Saturday at TAB.	http://www.tab.com.sg/2011/01/the-next-movement/
8 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
8 Oct 11	Timbre Arts House	The Common People	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
8 Oct 11	Timbre Old School	Sofia & Fatt	Pop Rock	2115-1230	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
8 Oct 11	Timbre Substation	Goodfellas	Rock	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
8 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
8 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
9 Oct 11	Crazy Elephant	Jam Session	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
9 Oct 11	Esplanade Concert Hall	Vienna Boy's Choir	Classical	1930	$38-88	For the first time in the Vienna Boys’ Choir 600-year history, two Singaporean twins will be performing with the Choir on their international concert tour. The twins were selected from worldwide auditions and had been training full time in Austria for the last 2 years.  Formed in 1498 by Emperor Maximilian I, the Wiener Sängerknaben (Vienna Boys’ Choir) is one of today’s most celebrated ambassadors of music. From as early as 1926, the Choir performed outside the Austrian Imperial Chapel, paving the way to today’s highly successful world tours.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=vienna1011
9 Oct 11	Esplanade Recital Studio	Shafyre- a sultry flame	Rock	1930	$25	*SHAFYRE - A true Singapore-born Lion City rock artiste....Catch him LIVE at Esplanade!  Shafyre's premier showcase entitled "A SULTRY FLAME" features songs from his debut album 'Flames'. Songs such as 'Melati', 'Mimpi Duyung' and 'Firasatku' had set their hooks on the hearts of Singapore Malay music lovers. Backed by an outstanding line of celebrated musicians, Shafyre will take you through an exhilarating journey in this one-hour show. Be prepared to be charmed by Shafyre's progressive rock tunes along with breathtaking theatrics that will keep audience rooted to their seats in awe. "SHAFYRE - A SULTRY FLAME" is a musical experience not to be missed.  Every ticket comes with Shafyre's debut album 'Flames', to be collected at Esplanade Recital Studio before show begins.* 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=flame1011
9 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
9 Oct 11	Hood Bar & Café	Victor Tang	Acoustic; Top 40's	2030	Free + F&B Charges		http://www.hoodbarandcafe.com/
9 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
9 Oct 11	Timbre Substation	Timbre Academy All Stars 	Pop	2145-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
9 Oct 11	Wala Wala Café Bar	Jack & Rai	Pop rock	 -	Free + F&B Charges	The boys have been woing the crowd at Wala Wala for years. Sundays take on a different twist when they entertain with a cosy yet somewhat relaxed night of acoustic pop tunes and their originals	http://www.imaginings.com.sg/
9 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
10 Oct 11	Balaclava	Wendy & David	classic; jazz	2000	Free + F&B Charges	The dynamic duo accompany guests down memory lane with ther selection of evergreen classics and the occasional jazz number. Soulful yet intriguing, Wendy's singing is an enchantment to be remembered by many	http://www.imaginings.com.sg/
10 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
10 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
10 Oct 11	Quarubar	Dawn Ho & Munir Alsagoff	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
10 Oct 11	Timbre Arts House	Surath & Rene	Pop Rock	2030-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
10 Oct 11	Timbre Old School	Pam & Chris	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
10 Oct 11	Timbre Substation	Michaela Therese	Jazz	2215-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
10 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
11 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
11 Oct 11	Hard Rock Café	Unified	Top 40's; Rock	2030	Free + F&B Charges		http://www.hardrock.com
11 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
11 Oct 11	Quarubar	Dawn Ho & Munir Alsagoff	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
11 Oct 11	Tab Singapore	Mel & Khim	Pop	2030	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
11 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
11 Oct 11	Timbre Arts House	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
11 Oct 11	Timbre Old School	Fatt, Shili & Adi	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
11 Oct 11	Timbre Substation	Goodfellas	Rock	2115-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
11 Oct 11	Wala Wala Café Bar	Tabula	Top 40's; Rock	2130	Free + F&B Charges	This electrifying 4 piece dish out a repertoire of classic rock hits alongside top 40's favourites. Expect to hear songs by U2, The Killers, Greenday and just about any band you can think of	http://www.imaginings.com.sg/
11 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
12 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
12 Oct 11	Hard Rock Café	Six In The City ft. Tabula	Rock	2200	Free + F&B Charges		http://www.hardrock.com
12 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges		http://www.highlanderasia.com/
12 Oct 11	Quarubar	Lily Nuris & Wayne Sandz	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
12 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2030	Free + F&B Charges	The Next Movement are back to entertain us with their strange, eclectic mix – a mishmash of pop, a dash of soul, with sprinkles of r&b, topped with the occasional funk! Aarika, Joe & Kel, who are three parts of the hip-hop/rock band Sixx, perform their hearts out every Wednesday and Saturday at TAB.	http://www.tab.com.sg/2011/01/the-next-movement/
12 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
12 Oct 11	Timbre Arts House	Enigma	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
12 Oct 11	Timbre Old School	Luthfi & Simon	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
12 Oct 11	Timbre Substation	Raw Earth	Rock	2115-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
12 Oct 11	Wala Wala Café Bar	Timmy ft. Ngak	Pop rock	2130	Free + F&B Charges	Ngak is no stranger to the local pop scene as he can be seen doing Mandarin numbers on television. At Wala Wala, he moves the crowd with a delectable choice of current English hits, as well as yesteryears' pop favorites.	http://www.imaginings.com.sg/
12 Oct 11	Yello Jello Retrobar	John Molina & Krueger	Rock	2200	Free + F&B Charges	It's hard to choose which fact is more surprising. That home-grown singer John Molina has been entertaining loyal fans for more than 15 years now or that John He's-still-so-hot! Is still only in his mid 30s. John's storied career started in 1993 and has seen him resident and guest at Singapore's leading live band venues as well as all around the region. It is hard to identify which club he is most associated with, as fans gladly follow him from place to place. Check him out at Yello Jello! 	http://www.yellojello.sg/
13 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
13 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	Kit Chan's much -anticipated solo concert - "The Music Room" - will be staged at the Marina Bay Sands Grand Theatre in Oct 2011. This show takes a decidedly different and fresh approach from the typical Mando-pop concert, which is obsessed with spectacular pyrotechnics and myriad costume changes to keep the audience entertained. Kit, who is known for her soulful vocals and mesmerizing performance style, will present a show that is emotionally and musically evocative, with minimalist theatrical-style lighting and a 9-piece band that will be mainly acoustic. Her repertoire will span her 18-year career, and 3 languages.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
13 Oct 11	Hard Rock Café	Enigma	Acoustic Set	2200	Free + F&B Charges		http://www.hardrock.com
